company_id,type,rule_id,text,confidence_pct
ICICIBANK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
ICICIBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84.4
ICICIBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,65.3
ICICIBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
ICICIBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
ICICIBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
ICICIBANK,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,79.1
ICICIBANK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,73.7
ICICIBANK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.0
ICICIGI,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,91.2
ICICIGI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIGI,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,100.0
ICICIGI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
ICICIGI,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
ICICIGI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
ICICIGI,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,79.5
ICICIPRULI,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.4
ICICIPRULI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
ICICIPRULI,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,100.0
ICICIPRULI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
ICICIPRULI,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
ICICIPRULI,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64.9
INDIGO,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
INDIGO,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,60.2
INDIGO,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
INDIGO,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
INDIGO,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
INDIGO,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
INDIGO,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
INDIGO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
INDIGO,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,90.3
INDIGO,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
INDIGO,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.5
INDUSINDBK,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
INDUSINDBK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,92.6
INDUSINDBK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,87.1
INDUSINDBK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,86.3
INDUSINDBK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.3
INDUSINDBK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,64.2
INDUSINDBK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,62.4
INDUSINDBK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.3
INFY,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
INFY,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,70.9
INFY,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
INFY,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,88.0
INFY,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,87.7
INFY,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
IOC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
IOC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,80.7
IOC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
IOC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
IOC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.6
IOC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.2
IRCTC,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
IRCTC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,83.3
IRCTC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
IRCTC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
IRCTC,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,100.0
IRCTC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,95.9
IRCTC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
IRCTC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78.7
IRCTC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78.3
IRCTC,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.9
IRFC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81.3
IRFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
IRFC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
IRFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.7
IRFC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.6
IRFC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,70.9
IRFC,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.8
IRFC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,66.5
ITC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,60.2
ITC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
ITC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,90.1
ITC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,84.0
ITC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
ITC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,78.5
ITC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.5
JINDALSTEL,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,74.4
JINDALSTEL,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,74.3
JINDALSTEL,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,66.2
JINDALSTEL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
JIOFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,100.0
JIOFIN,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
JIOFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JIOFIN,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
JIOFIN,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
JIOFIN,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,74.5
JSWENERGY,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,72.9
JSWENERGY,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,69.7
JSWENERGY,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,61.3
JSWENERGY,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JSWENERGY,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
JSWENERGY,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
JSWENERGY,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.6
JSWENERGY,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.6
JSWSTEEL,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
JSWSTEEL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
JSWSTEEL,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.6
KOTAKBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74.5
KOTAKBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,67.0
KOTAKBANK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,64.7
KOTAKBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
KOTAKBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,87.4
KOTAKBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,71.6
KOTAKBANK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,66.0
KOTAKBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.8
LICI,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,60.0
LICI,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LICI,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
LICI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
LICI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
LICI,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,83.6
LICI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
LODHA,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,91.3
LODHA,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,60.2
LODHA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
LODHA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.8
LODHA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,61.7
LT,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,70.1
LT,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,60.7
LT,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LT,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
LT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,79.0
LTIM,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,70.6
LTIM,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,65.9
LTIM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,60.7
LTIM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
LTIM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
LTIM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,92.4
LTIM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
LTIM,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75.2
LTIM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,69.6
M&M,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,60.8
M&M,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,97.9
M&M,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
M&M,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,63.1
MARUTI,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
MARUTI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
MARUTI,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,95.0
MARUTI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
MARUTI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.0
MOTHERSON,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,66.6
MOTHERSON,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,62.1
MOTHERSON,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
MOTHERSON,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,83.2
MOTHERSON,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
MOTHERSON,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,62.4
NAUKRI,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,95.0
NAUKRI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
NAUKRI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.1
NAUKRI,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65.6
NESTLEIND,con,CON-FALLBACK,"No red flags were identified among the standard risk checks in this model; this does not constitute an assessment of valuation, governance, or macro risk",61.0
NESTLEIND,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
NESTLEIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
NESTLEIND,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,84.7
NESTLEIND,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
NESTLEIND,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61.2
NESTLEIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,61.2
NHPC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,84.5
NHPC,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,74.4
NHPC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70.3
NHPC,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,62.1
NHPC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,62.0
NHPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
NHPC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
NHPC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83.5
NHPC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
NTPC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
NTPC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
NTPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,67.7
ONGC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,77.2
ONGC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
ONGC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
ONGC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.9
PFC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,92.6
PFC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
PFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,83.4
PFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,79.4
PFC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75.6
PIDILITIND,con,CON-FALLBACK,"No red flags were identified among the standard risk checks in this model; this does not constitute an assessment of valuation, governance, or macro risk",61.0
PIDILITIND,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,100.0
PIDILITIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
PIDILITIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,66.6
PNB,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,91.9
PNB,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
PNB,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,99.7
PNB,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
PNB,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.7
PNB,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,62.4
POWERGRID,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,71.1
POWERGRID,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
POWERGRID,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
POWERGRID,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
POWERGRID,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.7
POWERGRID,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,74.5
RECLTD,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
RECLTD,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,63.5
RECLTD,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
RECLTD,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
RECLTD,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,85.7
RECLTD,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,72.5
RELIANCE,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,88.7
RELIANCE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
RELIANCE,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,89.5
RELIANCE,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.3
SBILIFE,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,99.7
SBILIFE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
SBILIFE,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90.0
SBILIFE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84.6
SBIN,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.2
SBIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
SBIN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
SBIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
SHREECEM,con,CON-FALLBACK,"No red flags were identified among the standard risk checks in this model; this does not constitute an assessment of valuation, governance, or macro risk",61.0
SHREECEM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
SHREECEM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,76.0
SHREECEM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,63.9
SHRIRAMFIN,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
SHRIRAMFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,89.6
SHRIRAMFIN,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,80.0
SHRIRAMFIN,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
SHRIRAMFIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,79.8
SHRIRAMFIN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.8
SHRIRAMFIN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.5
SHRIRAMFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,67.8
SHRIRAMFIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,67.0
SIEMENS,con,CON-FALLBACK,"No red flags were identified among the standard risk checks in this model; this does not constitute an assessment of valuation, governance, or macro risk",61.0
SIEMENS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SIEMENS,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,94.6
SIEMENS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,82.5
SIEMENS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,77.6
SIEMENS,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,72.4
SUNPHARMA,con,CON-FALLBACK,"No red flags were identified among the standard risk checks in this model; this does not constitute an assessment of valuation, governance, or macro risk",61.0
SUNPHARMA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
SUNPHARMA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98.6
SUNPHARMA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
SUNPHARMA,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,85.1
SUNPHARMA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,78.3
SUNPHARMA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,69.1
SUNPHARMA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.7
TATACONSUM,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,63.3
TATACONSUM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
TATACONSUM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.6
TATACONSUM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
TATACONSUM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,63.2
TATACONSUM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,62.6
TATAMOTORS,con,CON-FALLBACK,"No red flags were identified among the standard risk checks in this model; this does not constitute an assessment of valuation, governance, or macro risk",61.0
TATAMOTORS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TATAMOTORS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
TATAMOTORS,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,93.5
TATAMOTORS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,82.0
TATAPOWER,con,CON-FALLBACK,"No red flags were identified among the standard risk checks in this model; this does not constitute an assessment of valuation, governance, or macro risk",61.0
TATAPOWER,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
TATAPOWER,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.4
TATASTEEL,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
TATASTEEL,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,100.0
TATASTEEL,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,92.2
TATASTEEL,con,CON-04,Company reported a net loss in the most recent financial year,90.0
TATASTEEL,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75.5
TATASTEEL,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,71.2
TATASTEEL,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,63.5
TATASTEEL,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
TATASTEEL,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
TCS,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,79.7
TCS,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,60.2
TCS,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
TCS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
TCS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,91.2
TCS,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
TCS,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,63.4
TECHM,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
TECHM,con,CON-07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",100.0
TECHM,con,CON-09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,100.0
TECHM,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,66.5
TECHM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
TECHM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,80.0
TITAN,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,100.0
TITAN,con,CON-01,Debt-to-equity ratio of 2.22 is elevated for a non-financial company and warrants monitoring,64.5
TITAN,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,62.7
TITAN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TITAN,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
TITAN,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.3
TITAN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75.7
TITAN,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,74.7
TITAN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,72.0
TITAN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.5
TORNTPHARM,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,86.4
